time,x,true_regime,true_shift
0,0.30471707975443135,before_shift,0
1,-1.0399841062404955,before_shift,0
2,0.7504511958064572,before_shift,0
3,0.9405647163912139,before_shift,0
4,-1.9510351886538364,before_shift,0
5,-1.302179506862318,before_shift,0
6,0.12784040316728537,before_shift,0
7,-0.3162425923435822,before_shift,0
8,-0.016801157504288795,before_shift,0
9,-0.85304392757358,before_shift,0
10,0.8793979748628286,before_shift,0
11,0.7777919354289483,before_shift,0
12,0.06603069756121605,before_shift,0
13,1.1272412069680329,before_shift,0
14,0.4675093422520456,before_shift,0
15,-0.8592924628832382,before_shift,0
16,0.36875078408249884,before_shift,0
17,-0.9588826008289989,before_shift,0
18,0.8784503013072725,before_shift,0
19,-0.049925910986252896,before_shift,0
20,-0.18486236354526056,before_shift,0
21,-0.6809295444039414,before_shift,0
22,1.2225413386740303,before_shift,0
23,-0.15452948206880215,before_shift,0
24,-0.4283278221631072,before_shift,0
25,-0.3521335504882296,before_shift,0
26,0.5323091855533487,before_shift,0
27,0.36544406436407834,before_shift,0
28,0.4127326115959884,before_shift,0
29,0.43082100300788273,before_shift,0
30,2.1416476008704612,before_shift,0
31,-0.4064150163846156,before_shift,0
32,-0.5122427290715373,before_shift,0
33,-0.8137727282478777,before_shift,0
34,0.6159794225754956,before_shift,0
35,1.1289722927208916,before_shift,0
36,-0.11394745765487507,before_shift,0
37,-0.840156476962528,before_shift,0
38,-0.8244812156912396,before_shift,0
39,0.6505927878247011,before_shift,0
40,0.7432541712034423,before_shift,0
41,0.543154268305195,before_shift,0
42,-0.6655097072886943,before_shift,0
43,0.23216132306671977,before_shift,0
44,0.11668580914072822,before_shift,0
45,0.21868859672901295,before_shift,0
46,0.8714287779481898,before_shift,0
47,0.22359554877468227,before_shift,0
48,0.6789135630718949,before_shift,0
49,0.06757906948889146,before_shift,0
50,0.28911939868998415,before_shift,0
51,0.6312882258385404,before_shift,0
52,-1.4571558198556664,before_shift,0
53,-0.31967121635730134,before_shift,0
54,-0.4703726542927955,before_shift,0
55,-0.6388778482433419,before_shift,0
56,-0.27514225122668373,before_shift,0
57,1.4949413112343959,before_shift,0
58,-0.8658311156932432,before_shift,0
59,0.9682783545914808,before_shift,0
60,-1.6828697716158048,before_shift,0
61,-0.33488502998577485,before_shift,0
62,0.1627530651050056,before_shift,0
63,0.5862223313592781,before_shift,0
64,0.711226579792855,before_shift,0
65,0.7933472351999252,before_shift,0
66,-0.3487250722484376,before_shift,0
67,-0.46235179266456716,before_shift,0
68,0.8579758812571538,before_shift,0
69,-0.1913043248816149,before_shift,0
70,-1.2756863233379219,before_shift,0
71,-1.1332872140034806,before_shift,0
72,-0.9194522860016113,before_shift,0
73,0.49716074405376404,before_shift,0
74,0.14242573607056525,before_shift,0
75,0.6904853540677682,before_shift,0
76,-0.42725264633653426,before_shift,0
77,0.15853969107671423,before_shift,0
78,0.6255903939673367,before_shift,0
79,-0.3093465397202384,before_shift,0
80,0.45677523755741145,before_shift,0
81,-0.6619259410666513,before_shift,0
82,-0.3630538465650718,before_shift,0
83,-0.3817378939983291,before_shift,0
84,-1.1958396455890397,before_shift,0
85,0.4869724807855818,before_shift,0
86,-0.46940234020272387,before_shift,0
87,0.01249411872768743,before_shift,0
88,0.48074665890590895,before_shift,0
89,0.4465311760299441,before_shift,0
90,0.6653851089727862,before_shift,0
91,-0.09848548450942361,before_shift,0
92,-0.42329831204415375,before_shift,0
93,-0.07971821090639905,before_shift,0
94,-1.6873344339580298,before_shift,0
95,-1.4471124724230873,before_shift,0
96,-1.3226996123544024,before_shift,0
97,-0.9972468276014818,before_shift,0
98,0.3997742267234366,before_shift,0
99,-0.9054790553600608,before_shift,0
100,-0.3781625540393897,before_shift,0
101,1.2992282977860654,before_shift,0
102,-0.35626397106142593,before_shift,0
103,0.7375155684670865,before_shift,0
104,-0.933617680009877,before_shift,0
105,-0.20543755786763002,before_shift,0
106,-0.9500220549105812,before_shift,0
107,-0.3390330759005625,before_shift,0
108,0.8403081374573955,before_shift,0
109,-1.7273204231923487,before_shift,0
110,0.43442364354585733,before_shift,0
111,0.2377356023322779,before_shift,0
112,-0.5941499556967944,before_shift,0
113,-1.4460578543884546,before_shift,0
114,0.07212950771386951,before_shift,0
115,-0.5294927090638024,before_shift,0
116,0.23267621135470395,before_shift,0
117,0.02185214552344288,before_shift,0
118,1.6017788913209154,before_shift,0
119,-0.23935562747302427,before_shift,0
120,-1.023497492621865,before_shift,0
121,0.17927563495631615,before_shift,0
122,0.21999668397176517,before_shift,0
123,1.3591875752404365,before_shift,0
124,0.8351112459145785,before_shift,0
125,0.35687105914950934,before_shift,0
126,1.4633028912195618,before_shift,0
127,-1.188763054322851,before_shift,0
128,-0.6397515327497477,before_shift,0
129,-0.9265759414055249,before_shift,0
130,-0.38980980315576796,before_shift,0
131,-1.3766861475563088,before_shift,0
132,0.6351509468144043,before_shift,0
133,-0.22222269709877338,before_shift,0
134,-1.4708062945026579,before_shift,0
135,-1.0155790812075416,before_shift,0
136,0.3135138474501953,before_shift,0
137,0.8381265678943811,before_shift,0
138,1.9967308916917865,before_shift,0
139,2.9138624660073296,before_shift,0
140,0.4144094332759964,before_shift,0
141,-0.9895381200318641,before_shift,0
142,-2.132046280731309,before_shift,0
143,0.2677114623438358,before_shift,0
144,-0.812941095310326,before_shift,0
145,-0.41535726017968533,before_shift,0
146,-0.6120967990598081,before_shift,0
147,-0.14079088641638526,before_shift,0
148,1.0659802307876436,before_shift,0
149,0.15704856744534462,before_shift,0
150,-0.1586348370386883,before_shift,0
151,-1.0356537528258116,before_shift,0
152,-1.674682944704357,before_shift,0
153,-0.4863079090733309,before_shift,0
154,-0.05378255081832049,before_shift,0
155,1.767929913579883,before_shift,0
156,0.13027452147288585,before_shift,0
157,0.9827395110230576,before_shift,0
158,-0.49929559853915206,before_shift,0
159,-1.1849437664170246,before_shift,0
160,-0.9651167622323719,before_shift,0
161,-0.7252260645357532,before_shift,0
162,2.1284697324351645,before_shift,0
163,-0.8213866792243861,before_shift,0
164,0.838489203736345,before_shift,0
165,-0.9029271780870264,before_shift,0
166,0.9315730128742441,before_shift,0
167,0.38495096610586316,before_shift,0
168,-0.1566378976580904,before_shift,0
169,-0.040762526135434025,before_shift,0
170,-0.6547876954293904,before_shift,0
171,0.44607220148208054,before_shift,0
172,-0.45498348034078,before_shift,0
173,-1.2256057637672482,before_shift,0
174,-1.2779375743196193,before_shift,0
175,0.17258791772211948,before_shift,0
176,1.579091256410435,before_shift,0
177,0.15999161357343825,before_shift,0
178,-0.11863832610988256,before_shift,0
179,0.2858261396025429,before_shift,0
180,1.3060017417068248,before_shift,0
181,0.21938250136385634,before_shift,0
182,-0.41092723083373717,before_shift,0
183,1.1062887100598888,before_shift,0
184,0.4287564384616135,before_shift,0
185,1.535755991995992,before_shift,0
186,0.18323443722190613,before_shift,0
187,-1.2244690317205003,before_shift,0
188,-1.368159199245665,before_shift,0
189,1.6509279322312496,before_shift,0
190,1.723665720783297,before_shift,0
191,-0.17951921328260065,before_shift,0
192,-0.38318732113598775,before_shift,0
193,1.4614442922422022,before_shift,0
194,-1.107045682043488,before_shift,0
195,-0.8947270189558264,before_shift,0
196,0.6433267946890444,before_shift,0
197,-0.3946051228595896,before_shift,0
198,-0.005121866720071296,before_shift,0
199,-0.16344289852451258,before_shift,0
200,0.33757454879893356,before_shift,0
201,1.4074818613137168,before_shift,0
202,0.09058490690174555,before_shift,0
203,0.6439387932768579,before_shift,0
204,-2.0501721010310225,before_shift,0
205,-0.04871840193011795,before_shift,0
206,-0.8432302702928711,before_shift,0
207,-1.218813060423628,before_shift,0
208,-0.8781523669287508,before_shift,0
209,-0.33412344070081207,before_shift,0
210,0.9159025423560131,before_shift,0
211,-1.326392717739564,before_shift,0
212,0.030631492594417446,before_shift,0
213,-0.4841694333335785,before_shift,0
214,-0.32767309436196085,before_shift,0
215,1.0027578253046041,before_shift,0
216,0.5381154370039261,before_shift,0
217,1.3373981074427437,before_shift,0
218,-0.15450567924990047,before_shift,0
219,-0.695942611670703,before_shift,0
220,-0.22385881688049952,before_shift,0
221,0.2424967912712216,before_shift,0
222,0.17657335845371103,before_shift,0
223,-1.0843880722333665,before_shift,0
224,0.09048978162787422,before_shift,0
225,0.22822833013890514,before_shift,0
226,2.5174740375339204,before_shift,0
227,1.8768446112816701,before_shift,0
228,-0.8532433505588201,before_shift,0
229,-0.2873833615491761,before_shift,0
230,-1.4634420018370031,before_shift,0
231,-0.5907070139634865,before_shift,0
232,0.3156050035903405,before_shift,0
233,1.2058536208882336,before_shift,0
234,-0.7290838377436085,before_shift,0
235,-0.6541464400677965,before_shift,0
236,-2.147289029738655,before_shift,0
237,-0.16266592054490767,before_shift,0
238,-1.062414411859563,before_shift,0
